Date,UUP,FDN,IBB,IEZ,IGV,IHE,IHF,IHI,ITA,ITB,IYJ,IYT,IYW,IYZ,KBE,KCE,KIE,PBJ,PBS,SMH,VNQ
2009-03-09,25.69536209,12.75717258,19.09813881,18.74477005,26.58342171,29.33696938,24.26579094,4.968085766,11.97522449,6.02892828,11.7740097,32.36983109,6.865438461,9.10416317,7.359881878,13.82556057,3.76168561,8.715603828,5.042230129,6.847206116,12.17024612
2009-03-10,25.55127525,13.66554737,19.81936646,19.94141579,28.32070923,30.48300552,25.83513069,5.195405006,12.57880497,6.796414375,12.68064117,34.54907227,7.319426537,9.652446747,8.40271759,15.55285263,4.095031738,8.914439201,5.349463463,7.419600487,13.86461639
2009-03-11,25.27270889,13.95502949,19.47977638,19.60536766,28.74774933,30.19247627,25.18200684,5.176591873,12.59976101,6.768671989,12.77821922,35.33694458,7.506361008,9.753980637,8.740326881,16.16973877,4.112982273,8.856446266,5.45789814,7.53579998,13.6394577
2009-03-12,25.14783096,14.25449371,20.66997147,20.49056435,29.56301498,31.66133308,26.73319626,5.380393505,12.97280598,7.295743465,13.29861736,36.40140915,7.724453449,10.21426678,9.723145485,17.16401291,4.412993908,9.212688446,5.575368881,7.789718628,14.75402737
2009-03-13,25.176651,14.19460201,21.02250862,20.21188927,29.31067276,32.7347374,27.69475365,5.560680866,13.01891613,7.332730293,13.33114052,36.39302063,7.713326931,10.41056538,9.595602036,17.32368088,4.566845417,9.336959839,5.602478981,7.905918598,14.43879223
2009-03-16,25.09980392,13.93506527,20.58911896,20.81841087,28.71864128,32.30698776,27.25933456,5.508946896,13.24944973,7.064570904,13.40838432,37.75083923,7.595379829,10.20749664,9.550589561,16.71404648,4.512998581,9.394956589,5.530187607,7.647696972,13.3017025
2009-03-17,25.06138229,14.48408222,21.30388641,21.44132805,29.56301498,32.83159256,27.92154121,5.587332249,13.50513363,7.44369173,13.75802994,38.8907547,7.853526115,10.48502159,10.19579983,17.70833588,4.869421005,9.535796165,5.747060776,7.948956013,14.30932045
2009-03-18,24.25449944,14.77356434,21.23919678,21.84294319,30.54327202,33.05755234,28.22996712,5.659446716,13.73985863,8.090971947,14.02636242,39.59480286,8.000408173,10.81669617,11.30615902,18.82599068,5.374569893,9.544082642,5.855493069,8.18566227,15.09177399
2009-03-19,23.96632767,14.57392311,20.97399521,22.81009293,30.95090103,32.58139801,27.47704124,5.504242897,13.5638113,7.82281208,13.95724583,39.6618576,8.049359322,10.74900913,10.24081326,17.49786949,5.079686165,9.428095818,5.828382969,8.090979576,14.16859341
2009-03-20,24.16804886,14.36429787,20.64410973,21.50689125,30.11623764,32.58946228,27.02348137,5.432128906,13.30393791,7.304989815,13.51003075,37.80111694,7.898038387,10.55271053,9.787449837,17.1692009,4.859548569,9.336959839,5.665731907,7.806934834,12.94706821
2009-03-23,24.04317474,15.33256531,21.68551826,23.67069626,32.05733109,34.1148262,28.40232468,5.67982626,14.12967587,8.18343544,14.49390984,40.45811081,8.354249001,11.19575596,11.60695839,19.58861923,5.491830826,9.776055336,5.936820984,8.293253899,15.04111481
2009-03-24,24.31213379,15.03310108,21.22949791,23.11335945,31.35853195,33.66286087,27.50425529,5.607713223,13.99554348,8.118708611,14.37193203,40.13122177,8.247425079,10.97915077,10.87915421,18.61939621,5.238918781,9.643500328,6.099473953,8.082372665,13.88150692
2009-03-25,24.12001991,14.97320843,21.43325233,23.00408173,31.75646591,33.78622437,28.00317955,5.673555851,14.24451637,8.423853874,14.43632507,39.92988586,8.277964592,10.99483585,11.37193966,19.28255653,5.303437233,9.734631538,6.198872089,8.099584579,14.10997772
2009-03-26,24.27371216,15.61206436,22.03157997,23.13553619,33.12493896,34.76823807,28.76517296,5.864817619,14.95106697,8.941677094,15.13353825,43.33068466,8.554424286,11.32904816,11.22789669,19.74895477,5.471185684,9.958323479,6.325379848,8.529957771,14.42569351
2009-03-27,24.56188393,15.12294006,21.69522095,22.14142799,32.14469147,34.1352005,27.96689415,5.830328465,14.6020031,8.821466446,14.79313278,41.77410126,8.358232498,11.2199192,11.00804043,19.13680267,5.406667233,9.792626381,6.244053364,8.336290359,13.78276634
2009-03-30,24.71557617,14.84344006,21.41708183,21.08981133,31.38765717,33.81867981,27.54053688,5.725292683,14.01320648,8.238919258,14.12873077,39.9467926,8.124139786,10.65380287,9.931497574,17.87608719,4.936971188,9.585506439,5.927785397,7.966173172,13.03077888
2009-03-31,24.62912369,14.96322536,21.45912361,20.68724442,32.09615707,34.20012283,28.23903465,5.773890495,14.10152721,8.08172226,14.22306156,40.40360641,8.25567627,10.87206841,10.50767326,18.75057411,5.153755188,9.693208694,6.171763897,8.047943115,13.93776608
2009-04-01,24.64833641,15.21277905,21.00633621,21.00766373,32.58143616,34.27317429,28.24810028,5.73940134,14.2823658,8.294399261,14.47324181,41.08885574,8.438492775,11.27448654,10.96255016,18.92547607,5.30085659,9.784340858,6.271161556,8.065155983,13.86313725
2009-04-02,24.32173729,15.91152859,21.17451668,22.17430305,33.67815781,34.37867737,29.23686981,5.844438076,14.85012913,8.701257706,15.30578136,44.34584808,8.708255768,11.67689991,11.1141758,19.71980095,5.445376873,10.04117107,6.623575211,8.392237663,14.86771202
2009-04-03,24.24489403,16.0912075,21.03868294,23.242342,34.15372849,33.72129059,28.6653862,5.789568424,14.79125309,8.858456612,15.40421486,44.8534584,8.855397224,11.75192833,11.58421612,20.41939926,5.595062733,10.09916019,6.650683403,8.607424736,16.14782524
2009-04-06,24.36016464,16.03131294,21.05484962,22.60151291,33.57139587,33.58332825,29.1552372,5.800543308,15.31275177,8.682765961,15.44522667,44.10051727,8.752843857,11.81331444,11.15966702,19.97486687,5.512478352,9.933466911,6.524177074,8.430973053,15.96413422
2009-04-07,24.54267311,15.5421896,20.71524811,22.00998497,32.89201355,33.21000671,29.30037498,5.740968704,14.97629642,8.266657829,14.93257141,41.87562561,8.509830475,11.40407372,10.75027466,19.31170082,5.391182423,9.759482384,6.37959671,8.168446541,14.7701273
2009-04-08,24.55227852,15.93149281,21.01603699,22.52757835,33.63933563,33.59956741,29.24594879,5.871088982,15.03097057,8.312897682,15.03100395,42.63699722,8.68819046,11.36315155,10.61381149,19.20968628,5.649257183,9.858905792,6.533213615,8.280343056,14.98826408
